Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
35,2,2015-03-03,12640,850,1,1,0,0,d,c,7660.0,10.0,2000.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
966,4,2014-08-07,4671,618,1,1,0,1,a,a,760.0,2.0,2008.0,0,,,
597,1,2013-06-17,5100,751,1,1,0,0,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
1052,5,2013-11-29,8504,851,1,0,0,0,a,c,5080.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
635,4,2014-10-30,6639,691,1,0,0,1,a,a,27530.0,4.0,2014.0,0,,,
802,6,2013-09-14,5937,528,1,0,0,0,a,c,910.0,,,1,22.0,2011.0,"Feb,May,Aug,Nov"
155,3,2014-06-04,7779,673,1,1,0,0,d,a,3050.0,,,1,35.0,2010.0,"Jan,Apr,Jul,Oct"
104,4,2013-09-19,8352,1216,1,0,0,0,a,a,390.0,6.0,2009.0,0,,,
814,3,2015-01-07,8836,671,1,1,0,0,d,c,24530.0,7.0,2013.0,0,,,
141,3,2013-01-02,6275,712,1,0,0,1,c,c,1540.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
46,6,2015-03-14,5017,675,1,0,0,0,c,a,1200.0,9.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
206,6,2013-09-28,4818,531,1,0,0,0,a,c,380.0,,,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
1094,2,2013-09-17,3295,294,1,0,0,0,d,a,2380.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
214,6,2013-09-14,8722,790,1,0,0,0,d,a,8650.0,7.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
608,1,2014-04-14,15536,1245,1,1,0,1,a,c,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
978,2,2014-06-10,7159,1016,1,0,0,0,c,c,3890.0,,,0,,,
438,3,2015-07-22,3683,434,1,0,0,1,d,c,1110.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
31,2,2015-07-28,5736,492,1,1,0,1,d,c,9800.0,7.0,2012.0,0,,,
551,1,2014-08-18,7468,1048,1,1,0,1,a,c,2190.0,9.0,2013.0,0,,,
1048,4,2013-09-12,6950,541,1,1,0,0,d,c,1860.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
74,5,2013-04-12,5823,852,1,1,0,0,a,a,330.0,,,0,,,
79,6,2015-02-21,3994,423,1,0,0,0,a,a,3320.0,,,0,,,
992,6,2013-01-19,3387,441,1,0,0,0,a,a,2480.0,7.0,1990.0,0,,,
519,6,2015-04-18,5668,615,1,0,0,0,c,c,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
113,3,2013-10-02,7602,743,1,0,0,0,d,c,20930.0,11.0,1999.0,0,,,
867,2,2013-11-05,4594,388,1,1,0,0,d,c,21810.0,9.0,2012.0,0,,,
760,2,2015-06-30,8786,1389,1,1,0,0,a,a,560.0,1.0,2011.0,0,,,
9,5,2014-02-21,6381,582,1,1,0,0,a,c,2030.0,8.0,2000.0,0,,,
224,2,2014-03-25,5237,394,1,0,0,0,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
838,3,2015-07-08,7560,807,1,0,0,0,d,c,6890.0,,,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
134,1,2014-04-14,6033,605,1,1,0,1,a,a,1200.0,9.0,2008.0,0,,,
783,3,2014-04-16,9524,823,1,1,0,0,d,c,15490.0,,,0,,,
148,3,2015-03-18,9270,828,1,1,0,0,a,a,2090.0,12.0,2008.0,0,,,
302,4,2013-03-14,3209,281,1,0,0,0,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
126,1,2014-04-14,9333,797,1,1,0,1,d,a,3370.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
792,1,2013-09-30,6219,673,1,0,0,0,d,a,17280.0,10.0,2009.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
90,6,2013-12-14,9377,1184,1,0,0,0,a,a,330.0,11.0,2007.0,0,,,
448,5,2013-09-27,9070,834,1,1,0,0,a,c,3970.0,9.0,2009.0,0,,,
902,1,2014-01-20,6011,738,1,1,0,0,a,a,310.0,5.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
859,5,2015-02-27,7838,725,1,0,0,0,c,a,21770.0,7.0,2015.0,0,,,
861,4,2013-10-10,3391,540,1,1,0,1,c,c,740.0,,,1,14.0,2013.0,"Mar,Jun,Sept,Dec"
26,5,2014-09-19,7009,597,1,1,0,0,d,a,2300.0,,,0,,,
57,3,2015-05-27,8233,766,1,0,0,0,d,c,420.0,6.0,2014.0,0,,,
71,2,2015-05-05,11220,815,1,1,0,0,a,a,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
438,2,2015-04-07,5402,589,1,0,0,1,d,c,1110.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
900,6,2013-11-02,5827,530,1,0,0,0,a,a,3920.0,4.0,2005.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
614,4,2013-10-17,5878,858,1,0,0,0,a,a,1160.0,12.0,2012.0,0,,,
909,3,2014-06-04,12011,1041,1,1,0,0,a,c,1680.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
351,6,2013-12-07,5375,480,1,0,0,0,a,a,5290.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
482,4,2015-03-05,7658,779,1,1,0,0,c,a,2550.0,10.0,2005.0,0,,,
759,1,2013-11-18,10233,1069,1,1,0,0,a,a,110.0,11.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
10,4,2014-01-09,5109,561,1,1,0,0,a,a,3160.0,9.0,2009.0,0,,,
701,5,2015-05-22,6535,662,1,1,0,0,d,a,1450.0,3.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
873,3,2015-01-28,4377,534,1,1,0,0,a,a,2040.0,11.0,2008.0,0,,,
507,3,2014-09-24,5731,501,1,0,0,0,a,c,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
364,6,2015-07-25,3273,411,1,0,0,0,a,c,13620.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
834,2,2013-08-27,6393,679,1,1,0,0,a,a,3470.0,3.0,2012.0,0,,,
1031,3,2013-04-03,3626,337,1,0,0,1,d,a,590.0,5.0,2001.0,0,,,
231,5,2013-06-14,3942,380,1,0,0,0,d,c,3840.0,10.0,2008.0,1,39.0,2010.0,"Feb,May,Aug,Nov"
206,2,2013-12-17,12942,1195,1,1,0,0,a,c,380.0,,,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
877,1,2014-02-10,6093,889,1,0,0,0,a,c,29190.0,,,0,,,
158,5,2014-01-03,8909,547,1,0,0,1,d,c,11840.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov"
885,3,2014-05-14,6102,882,1,0,0,0,a,a,480.0,12.0,2005.0,0,,,
958,5,2013-03-15,4654,651,1,0,0,0,a,a,440.0,11.0,2013.0,0,,,
641,3,2013-01-09,6344,582,1,1,0,0,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
720,4,2013-01-10,7007,734,1,1,0,0,a,c,15320.0,3.0,2011.0,1,14.0,2013.0,"Feb,May,Aug,Nov"
422,4,2013-11-07,4568,490,1,1,0,0,a,c,2880.0,,,0,,,
271,5,2013-03-15,5668,648,1,0,0,0,a,a,420.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
601,5,2013-09-20,3427,343,1,0,0,0,d,a,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
853,4,2013-08-01,11006,1139,1,1,0,1,a,a,14040.0,,,0,,,
689,2,2013-09-03,5660,608,1,0,0,0,d,a,15040.0,10.0,2004.0,0,,,
31,6,2015-04-18,4593,507,1,0,0,0,d,c,9800.0,7.0,2012.0,0,,,
323,4,2014-09-18,6729,593,1,1,0,0,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
503,3,2013-08-07,4822,379,1,0,0,1,d,c,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
504,3,2013-01-02,6688,995,1,0,0,1,c,c,820.0,,,0,,,
363,5,2015-07-17,7583,916,1,1,0,1,a,a,250.0,9.0,2009.0,0,,,
565,2,2013-12-10,6070,788,1,0,0,0,a,c,160.0,7.0,2007.0,0,,,
604,1,2014-02-24,6389,517,1,0,0,0,d,a,10950.0,3.0,2014.0,0,,,
198,6,2013-04-20,741,99,1,0,0,0,a,a,290.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
473,3,2014-06-18,4112,593,1,1,0,0,a,a,50.0,,,0,,,
407,3,2014-01-29,3041,249,1,0,0,0,a,a,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov"
421,3,2015-05-06,9019,904,1,1,0,0,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
1086,1,2014-05-19,11113,1070,1,1,0,0,a,a,180.0,11.0,2013.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
657,6,2014-08-30,6182,770,1,0,0,0,c,c,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
367,1,2015-05-18,7012,665,1,1,0,0,d,c,2640.0,9.0,2012.0,0,,,
541,3,2015-02-11,5444,748,1,0,0,0,a,c,650.0,7.0,1990.0,0,,,
1086,4,2015-07-16,6250,715,1,1,0,0,a,a,180.0,11.0,2013.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
476,2,2015-04-21,4646,602,1,0,0,0,d,a,8300.0,9.0,2006.0,0,,,
405,6,2015-04-25,2881,340,1,0,0,0,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
145,5,2013-06-07,8621,1397,1,1,0,0,a,a,280.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
800,5,2015-03-13,4705,454,1,0,0,0,d,a,2020.0,7.0,2014.0,0,,,
916,5,2014-09-12,4347,561,1,0,0,0,a,a,90.0,11.0,2012.0,0,,,
264,2,2014-03-04,9429,1172,1,1,0,0,a,a,180.0,3.0,2014.0,0,,,
87,3,2013-04-10,6248,823,1,1,0,0,a,a,560.0,12.0,2010.0,0,,,
482,4,2013-03-21,8761,946,1,1,0,0,c,a,2550.0,10.0,2005.0,0,,,
824,6,2013-01-26,3440,412,1,0,0,0,a,a,17570.0,,,0,,,
247,3,2014-05-21,8606,630,1,1,0,0,d,c,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
641,5,2015-04-24,3663,416,1,0,0,0,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
606,2,2013-04-02,6641,727,1,0,0,1,a,a,2260.0,11.0,2007.0,0,,,
566,1,2014-03-03,6921,715,1,1,0,1,a,a,3620.0,,,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
862,3,2014-02-19,7952,1027,1,1,0,0,a,c,2840.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
21,2,2013-03-05,6454,592,1,1,0,0,c,c,550.0,10.0,1999.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
267,4,2014-03-13,6471,871,1,0,0,0,c,a,2460.0,1.0,2012.0,0,,,
849,3,2013-09-04,5844,741,1,0,0,0,c,c,5000.0,,,0,,,
357,6,2014-05-10,6925,945,1,0,0,0,a,a,2060.0,10.0,2008.0,0,,,
188,5,2013-02-08,4775,421,1,1,0,0,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov"
837,2,2013-05-21,2843,423,1,0,0,0,a,c,14600.0,4.0,2015.0,0,,,
1064,5,2015-04-10,8633,1000,1,0,0,1,a,c,420.0,,,0,,,
49,1,2013-12-09,6063,485,1,0,0,0,d,c,18010.0,9.0,2007.0,0,,,
461,3,2015-07-29,6176,521,1,1,0,0,d,c,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
439,4,2013-02-21,7114,932,1,1,0,0,a,a,1350.0,9.0,2009.0,0,,,
1084,6,2014-01-11,5483,697,1,0,0,0,a,a,190.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
899,5,2014-03-28,5178,593,1,0,0,0,d,a,2590.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1099,7,2015-06-21,4122,630,1,0,0,0,a,c,200.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
1080,4,2013-12-05,12840,962,1,1,0,0,a,a,2410.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
738,3,2013-03-20,8275,607,1,1,0,0,d,c,5980.0,10.0,2005.0,0,,,
1064,1,2014-08-18,14120,1410,1,1,0,1,a,c,420.0,,,0,,,
652,5,2015-06-12,5730,642,1,0,0,0,a,a,20390.0,,,0,,,
465,3,2013-04-17,5224,462,1,0,0,0,d,c,10890.0,4.0,2005.0,0,,,
562,3,2013-02-20,17748,3053,1,1,0,0,b,c,1210.0,,,0,,,
658,4,2013-11-28,6522,646,1,0,0,0,d,c,520.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
475,4,2015-04-02,8768,1285,1,1,0,1,a,a,140.0,9.0,2005.0,0,,,
836,6,2014-12-27,3308,362,1,0,0,0,a,a,2720.0,9.0,2012.0,0,,,
871,2,2015-07-28,7397,518,1,1,0,1,d,c,10620.0,,,0,,,
1110,2,2013-05-07,3876,487,1,0,0,0,c,c,900.0,9.0,2010.0,0,,,
648,5,2015-04-17,7594,626,1,1,0,0,d,a,2130.0,12.0,2008.0,0,,,
106,2,2014-01-21,7846,727,1,1,0,0,a,a,1390.0,8.0,2013.0,0,,,
714,3,2013-01-16,1613,151,1,0,0,0,d,c,12070.0,10.0,2005.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
373,6,2015-01-31,5017,349,1,0,0,0,d,c,11120.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
377,3,2015-07-08,6214,748,1,0,0,0,a,c,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
582,4,2014-11-27,8690,1046,1,1,0,0,a,a,120.0,,,0,,,
168,6,2015-05-30,5348,471,1,0,0,0,a,a,12540.0,,,0,,,
251,5,2014-12-19,26635,3225,1,1,0,0,a,c,340.0,,,0,,,
82,1,2013-06-03,12546,1034,1,1,0,0,a,a,22390.0,4.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
1107,2,2013-03-12,4339,532,1,0,0,0,a,a,1400.0,6.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
185,4,2013-07-11,5524,425,1,0,0,1,d,c,1860.0,5.0,2015.0,0,,,
885,3,2013-03-27,5810,782,1,1,0,1,a,a,480.0,12.0,2005.0,0,,,
597,1,2014-09-01,6838,867,1,1,0,1,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
272,5,2014-07-11,5433,592,1,0,0,0,a,a,16180.0,7.0,2003.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
94,3,2014-04-16,8600,769,1,1,0,1,d,c,14620.0,,,0,,,
325,3,2013-05-08,6549,847,1,0,0,0,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov"
503,1,2014-10-27,5966,419,1,0,0,1,d,c,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
691,4,2013-12-12,8178,628,1,0,0,0,d,c,3030.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
394,6,2013-01-26,7876,642,1,0,0,0,d,a,10850.0,,,0,,,
566,5,2014-02-14,5212,657,1,0,0,0,a,a,3620.0,,,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
1085,1,2013-04-15,5550,680,1,0,0,0,c,a,4030.0,2.0,2015.0,0,,,
1092,1,2014-03-24,11536,1129,1,0,0,0,a,a,300.0,7.0,2000.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
356,6,2014-05-10,6912,568,1,0,0,0,d,c,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
1047,1,2015-03-02,7736,731,1,1,0,0,a,a,3750.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
1025,2,2013-07-16,8884,984,1,1,0,1,a,a,720.0,11.0,2009.0,0,,,
178,2,2013-05-28,10871,944,1,1,0,0,d,a,1710.0,,,0,,,
504,3,2014-09-24,4597,757,1,0,0,0,c,c,820.0,,,0,,,
707,5,2015-04-17,9255,1079,1,1,0,0,a,c,2900.0,7.0,1990.0,0,,,
204,6,2014-06-14,4174,410,1,0,0,0,a,a,5630.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
747,4,2013-09-19,6195,590,1,0,0,0,c,c,45740.0,8.0,2008.0,0,,,
36,5,2013-07-12,7807,1000,1,0,0,0,a,c,540.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
527,5,2013-08-02,10650,946,1,1,0,1,d,c,5830.0,4.0,2008.0,0,,,
941,2,2013-01-15,3771,475,1,0,0,0,a,a,1200.0,12.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
241,6,2013-05-11,7062,808,1,0,0,0,d,c,780.0,,,0,,,
215,3,2014-06-25,4224,378,1,0,0,0,d,a,150.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
545,6,2015-01-31,9983,865,1,0,0,0,a,c,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
888,1,2014-06-16,10179,907,1,1,0,0,d,a,4450.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
1046,6,2013-06-01,6820,589,1,0,0,0,d,c,29070.0,4.0,2005.0,0,,,
552,2,2014-06-24,5063,587,1,0,0,0,a,a,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
63,5,2013-11-29,8336,705,1,0,0,0,c,c,3700.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
833,3,2013-11-06,6336,545,1,1,0,0,d,c,3290.0,12.0,1999.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
845,3,2014-09-10,3496,288,1,0,0,0,d,a,7860.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1072,2,2014-09-16,8536,756,1,1,0,0,a,c,5380.0,8.0,2015.0,1,5.0,2010.0,"Feb,May,Aug,Nov"
917,4,2015-02-05,6520,720,1,1,0,0,a,a,7240.0,2.0,2010.0,0,,,
82,4,2015-05-07,10702,1016,1,1,0,0,a,a,22390.0,4.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
1070,2,2014-02-18,8023,943,1,1,0,0,c,c,400.0,10.0,2008.0,0,,,
185,2,2014-09-23,5027,429,1,0,0,0,d,c,1860.0,5.0,2015.0,0,,,
247,1,2013-06-24,6117,584,1,0,0,0,d,c,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
1072,5,2014-07-11,6350,648,1,0,0,1,a,c,5380.0,8.0,2015.0,1,5.0,2010.0,"Feb,May,Aug,Nov"
13,5,2015-06-26,3702,289,1,0,0,0,d,a,310.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
1051,4,2013-02-07,7446,1038,1,1,0,0,c,a,200.0,7.0,1998.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
358,2,2013-10-22,9612,1068,1,1,0,1,a,a,2890.0,10.0,2003.0,0,,,
615,1,2013-07-22,7900,1072,1,0,0,1,d,a,730.0,8.0,2007.0,0,,,
869,1,2015-06-29,10907,1155,1,1,0,0,c,a,230.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
47,2,2014-05-27,5982,814,1,0,0,0,a,c,270.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
618,6,2015-06-13,7688,585,1,0,0,0,d,c,9910.0,,,0,,,
872,3,2013-07-17,10238,922,1,1,0,0,a,c,3860.0,9.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
409,3,2014-12-31,3519,367,1,0,0,1,d,c,840.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
887,3,2013-02-13,5525,487,1,0,0,0,d,a,19700.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
563,2,2013-12-31,3356,456,1,0,0,1,a,a,700.0,3.0,2015.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
110,5,2015-07-03,4659,591,1,1,0,0,a,c,46590.0,4.0,2013.0,0,,,
1069,4,2015-04-23,5237,684,1,0,0,0,a,c,18050.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
385,1,2013-10-21,9722,772,1,1,0,0,d,a,4580.0,9.0,2007.0,0,,,
994,6,2015-04-25,2174,215,1,0,0,0,a,a,2290.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
877,2,2013-07-02,7123,928,1,1,0,1,a,c,29190.0,,,0,,,
135,3,2014-01-22,5235,473,1,1,0,0,d,a,5190.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
338,6,2014-02-22,5496,539,1,0,0,0,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
1050,3,2013-08-21,5522,469,1,0,0,0,d,c,13170.0,8.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
1078,3,2014-03-12,4719,437,1,0,0,0,d,c,670.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
423,4,2014-01-09,8822,1409,1,1,0,0,b,a,1270.0,5.0,2014.0,0,,,
386,1,2015-04-20,5237,525,1,0,0,0,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
715,2,2014-03-18,7673,804,1,1,0,0,a,a,14810.0,6.0,2014.0,0,,,
698,6,2013-02-16,13293,1731,1,0,0,0,a,a,1790.0,5.0,2011.0,0,,,
225,1,2013-01-14,3128,408,1,0,0,0,d,a,10180.0,5.0,2015.0,0,,,
444,5,2014-04-25,10265,1414,1,0,0,1,c,a,1700.0,11.0,2009.0,0,,,
28,2,2015-02-17,6485,667,1,1,0,0,a,a,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec"
333,3,2013-10-09,9537,1243,1,1,0,1,a,c,3720.0,2.0,2010.0,0,,,
741,6,2013-01-26,5299,694,1,0,0,0,d,c,11900.0,,,0,,,
724,4,2015-03-12,5773,645,1,0,0,0,d,c,5900.0,,,0,,,
188,3,2013-06-05,5054,402,1,1,0,0,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov"
965,1,2015-07-13,11115,1038,1,1,0,0,a,c,110.0,,,0,,,
188,1,2014-05-05,8098,613,1,1,0,0,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov"
852,2,2013-12-31,3008,348,1,0,0,1,c,a,940.0,4.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
546,5,2013-07-26,10310,1429,1,0,0,1,a,a,580.0,1.0,2005.0,0,,,
93,1,2013-01-21,6200,599,1,1,0,0,a,a,16690.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
197,4,2015-06-04,6725,795,1,1,0,0,c,a,4210.0,3.0,2015.0,0,,,
535,2,2014-04-22,8056,962,1,0,0,1,a,a,3570.0,4.0,2007.0,0,,,
435,3,2013-09-25,4038,472,1,1,0,0,a,a,910.0,,,0,,,
350,2,2013-04-30,8678,664,1,1,0,0,d,a,8880.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
532,6,2014-11-29,12937,1342,1,0,0,0,a,c,1070.0,8.0,2010.0,0,,,
984,4,2014-10-09,6877,787,1,1,0,1,c,a,440.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
513,5,2015-05-22,17463,1996,1,1,0,0,a,a,400.0,8.0,2013.0,0,,,
761,5,2014-03-21,8087,956,1,1,0,0,a,a,2390.0,9.0,2012.0,0,,,
228,3,2013-05-15,7263,566,1,1,0,0,d,c,10800.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov"
526,5,2014-03-28,9408,1408,1,0,0,0,a,a,120.0,,,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
800,1,2013-05-06,5118,541,1,0,0,0,d,a,2020.0,7.0,2014.0,0,,,
304,2,2013-07-23,5177,883,1,0,0,1,a,a,1950.0,7.0,2015.0,0,,,
781,4,2013-06-13,3623,577,1,0,0,0,a,a,630.0,4.0,2007.0,0,,,
499,6,2015-03-14,5349,836,1,0,0,0,c,c,450.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
1011,4,2015-07-16,6644,790,1,1,0,1,a,c,490.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
672,2,2015-05-12,6374,1080,1,0,0,0,c,a,240.0,9.0,2002.0,0,,,
622,1,2013-10-07,5857,538,1,1,0,1,a,c,,,,0,,,
955,2,2014-11-04,6011,548,1,1,0,0,d,c,1690.0,7.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
1005,6,2013-09-28,4895,811,1,0,0,0,a,a,6480.0,,,0,,,
86,4,2013-10-10,5282,633,1,1,0,0,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1115,5,2014-06-20,10477,661,1,1,0,0,d,c,5350.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
491,5,2013-12-13,6640,505,1,0,0,0,d,c,4680.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
311,4,2013-09-12,7374,852,1,1,0,0,a,c,680.0,7.0,2005.0,0,,,
194,6,2015-03-14,5421,473,1,0,0,0,d,c,16970.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
544,1,2014-07-14,19638,2185,1,1,0,0,a,a,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
375,5,2013-09-27,11154,919,1,1,0,0,a,c,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
459,2,2013-04-09,11904,1316,1,1,0,1,a,a,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
116,1,2014-10-27,6647,789,1,0,0,1,a,a,680.0,4.0,2013.0,0,,,
1102,4,2013-02-07,7090,702,1,1,0,0,a,a,850.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
89,4,2013-08-29,5600,602,1,1,0,1,a,a,2380.0,7.0,2004.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
385,2,2013-09-24,7747,648,1,1,0,0,d,a,4580.0,9.0,2007.0,0,,,
532,3,2014-11-12,12711,1467,1,1,0,0,a,c,1070.0,8.0,2010.0,0,,,
956,3,2015-02-18,4303,496,1,1,0,0,a,a,2330.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
809,4,2015-05-21,9931,815,1,1,0,0,a,a,12770.0,10.0,2000.0,0,,,
